did,name,kw,nr_attr,desc,feats
46827,QSAR_Bioconcentration_classification,biology,12,the QSAR Bioconcentration Classes Dataset is a well-known dataset used in cheminformatics and environmental chemistry. It is available from the UCI Machine Learning Repository and ,"nHM, Set, CAS, MLOGP, SMILES, B02[C-N], F04[C-O], ON1V, Class, N-072, X2Av, PCD, piPC09"
37,diabetes,health,8,**Author**: [Vincent Sigillito](vgs@aplcen.apl.jhu.edu) **Source**: [Obtained from UCI](https://archive.ics.uci.edu/ml/datasets/pima+indians+diabetes) **Please cite**: [UCI citatio,"mass, pedi, preg, class, plas, age, insu, skin, pres"
1464,blood-transfusion-service-center,health,4,"**Author**: Prof. I-Cheng Yeh **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Blood+Transfusion+Service+Center) **Please cite**: Yeh, I-Cheng, Yang, King-Jang, and Ting, ","V4, Class, V3, V2, V1"
44588,eucalyptus_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,19,Subsampling of the dataset eucalyptus (188) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python de,"Rep, Ht, Ins_res, Brnch_Fm, Utility, Year, Frosts, Altitude, Locality, Latitude, Sp, PMCno, Surv, DBH, Crown_Fm, Map_Ref"
46505,total_score,unknown,10,This dataset is designed to evaluate companies based on quality and valuation metrics.,"net debt / ebit, roe, ev/fcf, total_score, operating margin, croic, p/fcf, gross margin, company, revenues, mcap"
46382,company_quality_and_valuation_finance,finance,10,"This dataset is designed to evaluate companies based on quality and valuation metrics. It uses a two-stage scoring system to classify companies into categories like 'High Quality, ","net debt / ebit, roe, ev/fcf, total_score, operating margin, croic, p/fcf, gross margin, company, revenues, mcap"
45712,doa_bwin_balanced,unknown,13,The balanced dataset of the doa_bwin dataset (ID:45711) using the SMOTE algorithm in the R-Package themis. This dataset represents a 50:50 split between the classes of the DV varia,"CountryID, ageRDATE, Zp2stakeSD1m, p2net, DV, Zp2bpd1m, Gender, p2sumday, p2bpd, p2sumstake, Zp2stakeslope1m, p2intvday,"
1451,PieChart1,unknown,37,"**Author**: Hans Bauer Jesus"",""Deter Bergman **Source**: Unknown - Date unknown **Please cite**: pie chart 1","a, ab, p, e, r, c, t, d, k, ag, s, af, ah, ai, ad, v, b, aa, o, m, ac, z, def, g, u, aj, i, ae, l, ak, j, am, h, an, al,"
15,breast-w,health,9,"**Author**: Dr. William H. Wolberg, University of Wisconsin **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/breast+cancer+wisconsin+(original)), [University of Wisconsin]","Bare_Nuclei, Clump_Thickness, Cell_Size_Uniformity, Bland_Chromatin, Marginal_Adhesion, Mitoses, Single_Epi_Cell_Size, C"
40981,Australian,finance,14,"**Author**: Confidential. Donated by Ross Quinlan **Source**: [LibSVM](https://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html), [UCI](https://archive.ics.uci.edu/ml/da","A3, A2, A1, A5, A9, A12, A6, A4, A13, A15, A14, A8, A10, A11, A7"
44484,Australian_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,14,Subsampling of the dataset Australian (40981) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python ,"A3, A2, A1, A5, A9, A12, A6, A4, A13, A15, A14, A8, A10, A11, A7"
1023,soybean,unknown,35,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"area-damaged, mold-growth, seed-tmt, date, fruiting-bodies, mycelium, leafspots-halo, germination, plant-growth, lodging"
46584,Student_Performance_on_an_Entrance_Examination,unknown,11,"Performance in Common Entrance Examination (CEE), Sex of the Candidate, Caste of the Candidate, Whether the candidate attended any coaching classes within Assam, outside Assam or n","medium, time, Performance, Class_ten_education, coaching, Class_X_Percentage, Father_occupation, Mother_occupation, twel"
795,disclosure_x_tampered,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Can/US, Civil, binaryClass, Age"
931,disclosure_z,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Can/US, Civil, binaryClass, Age"
827,disclosure_x_noise,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Can/US, Civil, binaryClass, Age"
774,disclosure_x_bias,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Can/US, Civil, binaryClass, Age"
1443,PizzaCutter1,unknown,37,"**Author**: Hans Bauer Jesus"",""Deter Bergman **Source**: Unknown - Date unknown **Please cite**: Pizza cutter","a, ab, p, e, r, c, t, d, k, ag, s, af, ah, ai, ad, v, b, aa, o, m, ac, z, def, g, u, aj, i, ae, l, ak, j, am, h, an, al,"
1145,AP_Breast_Colon,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 227698_s_at, 216331_at, 203324_s_at, "
997,balance-scale,unknown,4,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"right-weight, right-distance, left-distance, left-weight, binaryClass"
770,strikes,unknown,6,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"year, unemployment, country_code, strike_volume, parliamentary_representation, binaryClass, inflation"
43595,Loan-Predication,finance,11,"Among all industries, insurance domain has the largest use of analytics data science methods. This data set would provide you enough taste of working on data sets from insurance co","Loan_Status, Education, Married, Property_Area, Gender, Dependents, Loan_ID, Self_Employed, LoanAmount, Loan_Amount_Term"
1158,AP_Breast_Kidney,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 227698_s_at, 216331_at, 203324_s_at, 218245_at, 22"
334,monks-problems-2,education,6,**Author**: Sebastian Thrun (Carnegie Mellon University) **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/MONK's+Problems) - October 1992 **Please cite**: [UCI](https://ar,"attr6, class, attr3, attr4, attr2, attr1, attr5"
377,synthetic_control,social,60,**Author**: Dr Robert Alcock (rob@skyblue.csd.auth.gr) **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Synthetic+Control+Chart+Time+Series) - 1999 **Please cite**: ### De,"col_1, col_42, col_44, col_50, col_54, col_46, col_20, col_19, col_26, col_55, col_29, col_7, col_12, col_52, col_39, co"
41945,ilpd-numeric,unknown,10,The ILPD liver dataset from the OpenCC18 with the gender binary encoded so all features are numeric,"V4, V6, V7, V9, V10, Class, V5, V8, V3, V2, V1"
1480,ilpd,health,10,"**Author**: Bendi Venkata Ramana, M. Surendra Prasad Babu, N. B. Venkateswarlu **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/ILPD+(Indian+Liver+Patient+Dataset)) - 2012","V4, V6, V7, V9, V10, Class, V5, V8, V3, V2, V1"
826,sensory,unknown,11,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Sittings, Columns, Position, Squares, Halfplot, Trellis, Occasion, Method, Interval, binaryClass, Rows, Judges"
1510,wdbc,health,30,"**Author**: William H. Wolberg, W. Nick Street, Olvi L. Mangasarian **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/breast+cancer+wisconsin+(original)), [University of Wi","V26, V13, V23, V10, Class, V24, V28, V15, V1, V17, V6, V22, V11, V8, V19, V27, V3, V4, V12, V16, V2, V30, V14, V29, V7, "
947,arsenic-male-bladder,unknown,4,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"conc, at.risk, age, binaryClass, group"
949,arsenic-female-bladder,unknown,4,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"conc, at.risk, age, binaryClass, group"
1137,AP_Colon_Kidney,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 207133_x_at, 227698_s_at, 216331_at, "
1165,AP_Breast_Ovary,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 227698_s_at, 216331_at, 203324_s_at, 218245_at, 22"
46879,mental_health_detection,health,14,Mental Health Detection Dataset Make your machine learning model more accurate with these dataset This dataset contains survey responses from patients regarding various symptoms as,"Sleep, Hopelessness, Interest, Restlessness, Appetite, Low Energy, Agitation, Aggression, Depression_State, Sleep Distur"
1467,climate-model-simulation-crashes,social,20,"**Author**: D. Lucas, R. Klein, J. Tannahill, D. Ivanova, S. Brandon, D. Domyancic, Y. Zhang. **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/climate+model+simulation+cra","V13, V10, Class, V15, V1, V17, V6, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20"
954,spectrometer,unknown,101,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"blue-band-flux_12, red-band-flux_8, red-band-flux_26, blue-band-flux_6, blue-band-flux_9, blue-band-flux_33, blue-band-f"
45717,bwin_amlb,unknown,13,"This analytic dataset contains actual betting behavior virtual live action betting for each participant aggregated over one month period from the date the account was opened. Also,","CountryID, ageRDATE, p2stakeSlope1m, p2net, DV, p2bpd1m, Gender, p2sumday, p2bpd, p2totalactivedays1m, p2sumstake, p2int"
41701,CPMP-2015-classification,unknown,26,source: An Algorithm Selection Benchmark for the Container Pre-Marshalling Problem (CPMP) authors: K. Tierney and Y. Malitsky (features) / K. Tierney and D. Pacino and S. Voss (alg,"avg.l1.top.left.lg.group, overstowing.2cont.stack.pct, overstowage.pct, runtime, group.same.mean, cont.empty.grt.estack,"
940,water-treatment,unknown,36,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"DBO-E, COND-E, SS-P, DBO-D, RD-SS-P, RD-DBO-S, date, ZN-E, RD-SED-P, SSV-D, DQO-S, SSV-S, SS-S, SSV-E, PH-E, RD-DQO-S, S"
1063,kc2,education,21,"**Author**: Mike Chapman, NASA **Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/kc2.html) - 2004 **Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2","total_Op, uniq_Opnd, ev(g), lOBlank, branchCount, total_Opnd, e, t, loc, d, lOCode, uniq_Op, v, b, v(g), i, l, problems,"
46869,diabetes_risk_prediction_dataset,health,16,Dataset Description: Early Stage Diabetes Risk Prediction This dataset comprises crucial sign and symptom data of individuals who either exhibit early signs of diabetes or are at r,"Polydipsia, Alopecia, weakness, partial paresis, muscle stiffness, Polyphagia, Itching, class, Age, Gender, Genital thru"
40690,threeOf9,unknown,9,threeOf9-pmlb,"F7, F1, F4, F3, F9, F8, class, F2, F5, F6"
717,rmftsa_ladata,unknown,10,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Ozone, Cardiovascular_Mortality, Relative_Humidity, Nitrogen_Dioxide, Temperature, Carbon_Monoxide, Respiratory_Mortalit"
825,boston_corrected,unknown,20,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"LAT, ZN, RM, AGE, OBS., LON, MEDV, TRACT, PTRATIO, NOX, TOWN, CHAS, DIS, B, TAX, CMEDV, CRIM, INDUS, RAD, binaryClass, T"
853,boston,unknown,13,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"CHAS, DIS, B, ZN, TAX, CRIM, PTRATIO, RM, AGE, NOX, INDUS, RAD, LSTAT, binaryClass"
779,fri_c1_500_25,unknown,25,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"oz22, oz4, oz16, oz18, oz10, oz13, oz6, oz23, oz19, oz21, oz17, oz7, oz12, oz11, oz8, oz15, oz9, binaryClass, oz2, oz14,"
886,no2,unknown,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"cars_per_hour, wind_direction, hour_of_day, temperature_diff_2m_25m, temperature_at_2m, no2_concentration, binaryClass, "
40496,LED-display-domain-7digit,image,7,"**Author**: Breiman,L., Friedman,J.H., Olshen,R.A., and Stone,C.J. **Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/LED+Display+Domain), [KEEL](http://sci2s.ugr.es/keel/dat","V4, V6, V7, Class, V5, V3, V2, V1"
451,irish,education,5,"**Author**: Vincent Greaney, Thomas Kelleghan (St. Patrick's College, Dublin) **Source**: [StatLib](http://lib.stat.cmu.edu/datasets/irish.ed) - 1984 **Please cite**: [StatLib](htt","Educational_level, DVRT, Sex, Leaving_Certificate, Type_school, Prestige_score"
987,collins,unknown,22,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Notifying, Motion, Text, TimeInterval, ShiftingEvents, ThinkAhead, Counter, FirstPerson, ThinkPositive, Share_SocTies, S"
47048,Accidents_Prediction_Dataset,unknown,6,Mining safety dataset for predicting accidents,"Maintenance_Hours, Weather, Shift, Operator_Experience, Production_Tons, Accident, Equipment"
750,pm10,unknown,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"cars_per_hour, wind_direction, hour_of_day, temperature_diff_2m_25m, pm10_concentration, temperature_at_2m, binaryClass,"
43327,Birds,unknown,2,MINI - Birds dataset,"Data, Shape, Label"
1153,AP_Colon_Ovary,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 227698_s_at, 216331_at, 203324_s_at, "
1100,PopularKids,education,10,"**Author**: **Source**: Unknown - Date unknown **Please cite**: Datasets of Data And Story Library, project illustrating use of basic statistic methods, converted to arff format by","Money, Goals, Grade, Race, Urban/Rural, School, Age, Gender, Sports, Grades, Looks"
40665,clean1,unknown,168,Derived from the Musk dataset: https://www.openml.org/d/1116,"f120, f7, f25, f72, f48, f32, f1, f90, f23, f118, f126, f162, f27, f146, f52, f116, f53, f96, f24, f87, f138, f35, f102,"
765,analcatdata_apnea2,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Automatic, binaryClass, Subject, Scorer_1"
767,analcatdata_apnea1,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Subject, binaryClass, Scorer_2, Scorer_1"
1150,AP_Breast_Lung,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 227698_s_at, 216331_at, 203324_s_at, 21"
1506,thoracic-surgery,health,16,"**Author**: **Source**: UCI **Please cite**: Zikeba, M., Tomczak, J. M., Lubicz, M., & Swikatek, J. (2013). Boosted SVM for extracting rules from imbalanced data in application to ","V4, V6, V12, V14, V13, V7, V9, V10, V16, Class, V11, V5, V8, V15, V3, V2, V1"
724,analcatdata_vineyard,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Group, binaryClass, Row, Year"
1148,AP_Breast_Uterus,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 227698_s_at, 216331_at, 203324_s_at, 218245_at, 225256_at, 2307"
814,chscase_vine2,unknown,2,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"col_1, binaryClass, col_2"
1498,sa-heart,health,9,**Author**: **Source**: http://statweb.stanford.edu/~tibs/ElemStatLearn/data.html **Please cite**: * Title: South Africa Heart Disease Dataset * Description A retrospective sample ,"V4, V6, V7, V9, Class, V5, V8, V3, V2, V1"
1065,kc3,education,39,"**Author**: Mike Chapman, NASA **Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/kc3.html) - 2004 **Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2","HALSTEAD_ERROR_EST, NUM_UNIQUE_OPERANDS, GLOBAL_DATA_DENSITY, MODIFIED_CONDITION_COUNT, NUM_OPERANDS, NUMBER_OF_LINES, N"
1149,AP_Ovary_Kidney,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 202318_s_at, 219795_at, 212895_s_at, 227698_s_at, 216331_at, 203324_s_at, 218245_at, 225256_at, 22"
764,analcatdata_apnea3,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Automatic, binaryClass, Subject, Scorer_2"
1511,wholesale-customers,social,8,"**Author**: Margarida G. M. S. Cardoso **Source**: UCI **Please cite**: Abreu, N. (2011). Analise do perfil do cliente Recheio e desenvolvimento de um sistema promocional. Mestrado","V4, Region, V6, V7, V5, Channel, V3, V2, V1"
1127,AP_Breast_Omentum,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 227698_s_at, 216331_at, 203324_s_at, 218245_at, 22"
46843,Cirrhosis_Patient_Survival_Prediction,health,17,"For what purpose was the dataset created? Cirrhosis results from prolonged liver damage, leading to extensive scarring, often due to conditions like hepatitis or chronic alcohol co","Status, Copper, Prothrombin, Platelets, Albumin, Sex, Hepatomegaly, SGOT, Ascites, Age, Cholesterol, Spiders, Drug, Alk_"
1122,AP_Breast_Prostate,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 227698_s_at, 216331_at, 203324_s_at, 218245_at, 225256_at, 2307"
1126,AP_Colon_Lung,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 227698_s_at, 216331_at, 20"
957,braziltourism,unknown,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Travel_cost, Access_road, Active, Sex, Age, Passive, Income, binaryClass, Logged_income"
1160,AP_Colon_Uterus,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 218245_at, 22"
455,cars,social,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: The Committee on Statistical Graphics of the American Statistical Association (ASA) invites you to participate in it,"cylinders, displacement, name, horsepower, acceleration, weight, model.year, origin, mpg"
1123,AP_Endometrium_Breast,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 202318_s_at, 219795_at, 226320_at, 227698_s_at, 216331_at, 203324_s_at, 218245_at, 225256_at, 2307"
1071,mw1,text,37,**Author**: **Source**: Unknown - Date unknown **Please cite**: %-*- text -*- %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% This is a PROMISE data set m,"HALSTEAD_ERROR_EST, NUM_UNIQUE_OPERANDS, MODIFIED_CONDITION_COUNT, NUM_OPERANDS, NUMBER_OF_LINES, NORMALIZED_CYLOMATIC_C"
1508,user-knowledge,education,5,"**Author**: **Source**: UCI **Please cite**: H. T. Kahraman, Sagiroglu, S., Colak, I., Developing intuitive knowledge classifier and modeling of users' domain dependent data in web","V4, Class, V5, V3, V2, V1"
907,chscase_census4,unknown,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"col_6, col_1, col_2, col_3, col_5, col_4, col_7, binaryClass"
909,chscase_census2,unknown,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"col_6, col_1, col_2, col_3, col_5, col_4, col_7, binaryClass"
908,chscase_census3,unknown,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"col_6, col_1, col_2, col_3, col_5, col_4, col_7, binaryClass"
900,chscase_census6,unknown,6,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"col_6, col_1, col_2, col_3, col_5, col_4, binaryClass"
906,chscase_census5,unknown,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"col_6, col_1, col_2, col_3, col_5, col_4, col_7, binaryClass"
475,analcatdata_germangss,unknown,5,"**Author**: **Source**: Unknown - Date unknown **Please cite**: analcatdata A collection of data sets used in the book ""Analyzing Categorical Data,"" by Jeffrey S. Simonoff, Springe","Region, Time_of_survey, Political_system, Age, Count, Schooling"
40663,calendarDOW,unknown,32,calendarDOW-pmlb,"Feature00, Feature19, Feature20, Feature08, Feature24, Feature26, Feature16, Feature25, Feature13, Feature11, Feature10,"
831,autoMpg,unknown,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"cylinders, displacement, model, acceleration, horsepower, weight, origin, binaryClass"
40700,cars1,unknown,7,cars1-pmlb,"cylinders, cubicInches, year, class, horsepower, time-to-sixty, weightLbs, MPG"
1163,AP_Lung_Kidney,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"215536_at, 229921_at, 203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 212895_s_at, 207133_x_at, 227698_s_at, "
1129,AP_Uterus_Kidney,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 202318_s_at, 219795_at, 212895_s_at, 207133_x_at, 227698_s_at, 216331_at, 203324_s_at, 218245_at, "
46847,differentiated_thyroid_cancer_recurrence,health,16,Description: The dataset is a comprehensive collection of clinical data relating to thyroid diseases. With attributes capturing a wide range of information from patient demographic,"N, M, Hx Smoking, Stage, Adenopathy, Hx Radiothreapy, Pathology, Thyroid Function, Recurred, Age, Gender, Smoking, Physi"
860,vinnie,unknown,2,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"year, binaryClass, field_goals"
1048,jEdit_4.2_4.3,unknown,8,,"DIT, LCOM, NPM, CBO, NOC, RFC, LOC, WMC, Bug-count"
1010,dermatology,unknown,34,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"polygonal_papules, exocytosis, thinning_of_the_suprapapillary_epidermis, koebner_phenomenon, scaling, band-like_infiltra"
984,analcatdata_draft,unknown,4,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Month, Lottery.pick.1971, Month.ordered.picks.1970, Actual.date, binaryClass, Lottery.pick.1970"
968,analcatdata_birthday,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"binaryClass, Month, Births, Day"
986,analcatdata_marketing,unknown,32,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"X1l, X1n, X2a, X3a, X2j, X2e, X5, X1b, X1d, X1m, X1e, X1k, X2f, X2b, X3c, X2h, X1j, X2m, X2c, X1f, binaryClass, X2i, X2l"
1143,AP_Colon_Omentum,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 227698_s_at, 216331_at, 203324_s_at, "
1514,micro-mass,health,1000,"**Author**: Pierre Mahé, Jean-Baptiste Veyrieras **Source**: UCI **Please cite**: * Dataset Title: MicroMass - Mixed (mixed spectra version) * Abstract: A dataset to explore machin","V1240, V1116, V646, V1125, V386, V158, V1193, V135, V815, V975, V1046, V772, V273, V211, V171, V612, V766, V234, V834, V"
41496,DRSongsLyrics,unknown,1,This dataset contains 358 lyrics of songs for the rock bands 'The Rolling Stones' and 'Deep Purple'. The bands are equally represented in the dataset (179 songs for each band). Thi,"identifier, class, text"
1135,AP_Colon_Prostate,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 225256_at, 22"
59,ionosphere,sensor_signal,34,"**Author**: Space Physics Group, Applied Physics Laboratory, Johns Hopkins University. Donated by Vince Sigillito. **Source**: [UCI Machine Learning Repository](https://archive.ics","a22, a34, a20, a21, a16, a12, a11, a29, a32, a33, a10, a06, a09, a23, a03, a25, class, a19, a26, a01, a13, a04, a28, a07"
337,SPECTF,health,44,"**Author**: Krzysztof J. Cios"",""Lukasz A. **Source**: [original](https://archive.ics.uci.edu/ml/datasets/SPECTF+Heart) - **Please cite**: SPECTF heart data This is a merged version","OVERALL_DIAGNOSIS, F2R, F22R, F20S, F21S, F6R, F5R, F10S, F15S, F19S, F20R, F12R, F8R, F8S, F10R, F16S, F13S, F11R, F19R"
1133,AP_Endometrium_Colon,biology,1000,**Author**: **Source**: Unknown - Date unknown **Please cite**: GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented ,"230258_at, 203432_at, 200962_at, 200672_x_at, 202318_s_at, 219795_at, 226320_at, 212895_s_at, 216331_at, 203324_s_at, 21"
